POS_MSISDN,Distributer,Plan Name,Customer Tenure,Tenure Category,Status,Status Reason,Segment1,Segment2,Churn Flag,Customer Interaction Score,Loyalty Points,Data Usage Tier,Customer Segment Change Flag
ORG3132,ZBRRB LJNH HVTTJFN TTRFFT,Visitors’ Line Extra,18,Short-term,Deactive,Price,Prepaid,Residential,1,6,52,3,TRUE
ORG2284,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,89,Medium-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,8,55,1,TRUE
ORG3592,FRBNDHJTF - JRBJD DJTZ DFNTFR,Visitors’ Line Extra,41,Short-term,Deactive,Service Quality,Prepaid,Residential,1,4,75,3,TRUE
ORG3854,HPLDFN NBRL,Student Plan 5,129,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,6,75,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Lack of Usage,Postpaid,Corporate,1,5,81,2,TRUE
ORG4400,FT. TBHBB THPP,Basic Orange Plan,65,Short-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,5,67,1,TRUE
ORG3176,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Visitors’ Line Extra,90,Medium-term,Deactive,Lack of Usage,Prepaid,Residential,1,6,56,3,TRUE
ORG2673,HPLDFN NBRL,Premium Orange Plan,125,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,7,65,1,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,85,Short-term,Active,Good Service,Postpaid,PRO,0,5,65,3,FALSE
ORG3120,JRBJD _JT THPP,Governorates 10,131,Long-term,Active,Good Service,Postpaid,PRO,0,7,85,3,FALSE
ORG3176,BL-BBTHFR PPTT,Orange 90,119,Medium-term,Active,Good Service,Postpaid,Residential,0,6,65,3,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,125,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,65,1,TRUE
ORG2712,JBBBL BL-NBTFR,Orange 90,112,Medium-term,Deactive,Billing Issues,Postpaid,Residential,1,6,48,3,TRUE
ORG3472,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Premium Orange Plan,118,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,3,29,1,TRUE
ORG3567,HPLDFN XJNHT,Family Orange Plan 10,69,Short-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,1,73,1,TRUE
ORG4101,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Student Plan 5,91,Medium-term,Soft Suspended,Document verification,Prepaid,Residential,0,9,55,1,TRUE
ORG3132,THBFB BBDRBN,Visitors’ Line Extra,141,Long-term,Active,Good Service,Prepaid,Residential,0,6,85,3,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 60,99,Medium-term,Active,Good Service,Postpaid,Corporate,0,10,65,3,TRUE
ORG3507,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,152,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,8,75,1,TRUE
ORG4290,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Family Orange Plan 10,131,Long-term,Active,Good Service,Prepaid,Residential,0,5,85,1,TRUE
ORG2712,HPLDFN XJNHT,Humat Al Watan Golden 7,145,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,6,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Service Quality,Postpaid,Corporate,1,5,65,2,TRUE
ORG3592,FRBNDHJTF - JRBJD DJTZ DFNTFR,Orange 20,22,Short-term,Deactive,Price,Postpaid,Corporate,1,7,26,3,TRUE
ORG2868,FJFLDTBLFT,Orange 90,42,Short-term,Deactive,Lack of Usage,Postpaid,Residential,1,6,14,3,TRUE
ORG3295,BJRPPRT TFRNJNBL 1,Traveler's Plan,76,Short-term,Hard Suspended,Non-payment,Prepaid,Residential,0,5,74,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Billing Issues,Postpaid,Corporate,1,5,36,2,FALSE
ORG4277,FJFLDTBLFT,Basic Orange Plan,153,Long-term,Hard Suspended,Non-payment,Prepaid,PRO,0,5,65,1,TRUE
ORG4014,HPLDFN NBRL,Student Plan 5,70,Short-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,10,55,1,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Billing Issues,Prepaid,PRO,1,5,43,2,TRUE
ORG2910,HPLDFN XJNHT,Student Plan 5,133,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,7,75,1,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Moved,Prepaid,PRO,1,9,23,2,TRUE
ORG2232,HPLDFN NBRL,Basic Orange Plan,78,Short-term,Active,Good Service,Prepaid,Residential,0,7,65,1,FALSE
ORG2276,BL-RBNTHB (JT),Orange 90,20,Short-term,Deactive,Technical Difficulties,Postpaid,Residential,1,6,73,3,TRUE
ORG3567,HPLDFN NBRL,Premium Orange Plan,104,Medium-term,Deactive,Contract Ended,Prepaid,Residential,1,8,74,1,FALSE
ORG3369,BRBBB DFNTFR,Premium Orange Plan,90,Medium-term,Deactive,Moved,Prepaid,Residential,1,7,38,1,TRUE
ORG3448,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,124,Long-term,Soft Suspended,Document verification,Prepaid,PRO,0,9,75,2,TRUE
ORG3865,HPLDFN XJNHT,Basic Orange Plan,68,Short-term,Active,Good Service,Prepaid,Residential,0,8,65,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Personal Reasons,Prepaid,PRO,1,6,42,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Personal Reasons,Postpaid,Corporate,1,10,17,2,TRUE
ORG3176,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Basic Orange Plan,127,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,4,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 30,31,Short-term,Deactive,Lack of Usage,Postpaid,Corporate,1,6,20,3,FALSE
ORG3293,JNTFRNBL DFPBRTNFNTT,Basic Orange Plan,133,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,1,65,1,TRUE
ORG2775,HPLDFN NBRL,Premium Orange Plan,118,Medium-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,9,55,1,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Personal Reasons,Prepaid,PRO,1,7,34,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Billing Issues,Postpaid,Corporate,1,9,51,2,TRUE
ORG3916,HPLDFN NBRL,Orange 13 Max,117,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,2,27,1,FALSE
ORG3592,FRBNDHJTF - JBBBL BLHVTTFJN,Economy Plan,70,Short-term,Active,Good Service,Postpaid,Residential,0,8,65,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Humat Al Watan 8,84,Short-term,Active,Good Service,Prepaid,Corporate,0,6,65,3,TRUE
ORG2389,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Basic Orange Plan,140,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,10,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Corporate,1,4,30,2,FALSE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,106,Medium-term,Active,Good Service,Postpaid,PRO,0,9,65,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Network Issues,Postpaid,Corporate,1,6,55,2,TRUE
ORG4400,HPLDFN NBRL HPPT,Visitors’ Line Extra,33,Short-term,Deactive,Technical Difficulties,Prepaid,Residential,1,7,85,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,2,Short-term,Deactive,Contract Ended,Postpaid,Corporate,1,6,62,3,TRUE
ORG2495,FRBNDHJTF-DJTZ NBLL,Orange 90,76,Short-term,Active,Good Service,Postpaid,Residential,0,7,65,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Moved,Postpaid,Corporate,1,5,66,2,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 20,90,Medium-term,Active,Good Service,Postpaid,Corporate,0,7,65,3,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,134,Long-term,Active,Good Service,Postpaid,PRO,0,5,85,3,TRUE
ORG3448,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Family Orange Plan 10,137,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,6,75,1,TRUE
ORG4338,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,95,Medium-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,9,55,1,TRUE
ORG2375,JNTFRNBL DFPBRTNFNTT,Premium Orange Plan,112,Medium-term,Deactive,Moved,Prepaid,Residential,1,5,23,1,TRUE
ORG2284,BJRPPRT TFRNJNBL 1,Traveler's Plan,127,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,10,65,1,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Family Orange Plan 10,91,Medium-term,Soft Suspended,Document verification,Prepaid,Residential,0,7,55,1,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,72,Short-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,8,24,1,TRUE
ORG3866,F-THPP,Orange 90,5,Short-term,Deactive,Lack of Usage,Postpaid,Residential,1,7,43,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,YO 9 Max,72,Short-term,Soft Suspended,Document verification,Prepaid,Corporate,0,7,55,1,TRUE
ORG2377,HPLDFN XJNHT,Family Orange Plan 10,74,Short-term,Active,Good Service,Prepaid,Residential,0,7,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Network Issues,Postpaid,Corporate,1,8,38,2,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,10,Short-term,Deactive,Network Issues,Postpaid,PRO,1,5,38,3,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Network Issues,Prepaid,PRO,1,10,63,2,TRUE
ORG3872,HPLDFN NBRL,Family Orange Plan 10,130,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,3,65,1,TRUE
ORG3856,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Orange 9 Max,147,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,9,65,1,FALSE
ORG2234,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Basic Orange Plan,134,Long-term,Active,Good Service,Prepaid,Residential,0,6,85,1,FALSE
ORG3132,ZBRRB LJNH HVTTJFN TTRFFT,Orange 20,89,Medium-term,Active,Good Service,Postpaid,Residential,0,5,65,2,TRUE
ORG4400,HPLDFN NBRL HPPT,Visitors’ Line Extra,10,Short-term,Deactive,Lack of Usage,Prepaid,Residential,1,7,51,3,TRUE
ORG3120,NBDBBB THPP JT THPP,Basic Orange Plan,145,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,10,65,1,TRUE
ORG4028,FRBNDHJTF NBDBBB THPP,Basic Orange Plan,75,Short-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,10,81,1,TRUE
ORG3375,HPLDFN XJNHT,Student Plan 5,142,Long-term,Active,Good Service,Prepaid,Residential,0,6,85,1,TRUE
ORG3124,JNTFRNBL DFPBRTNFNTT,Student Plan 5,126,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,6,75,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Billing Issues,Prepaid,PRO,1,6,68,2,TRUE
ORG2522,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Student Plan 5,134,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,7,75,1,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,113,Medium-term,Soft Suspended,Service upgrade,Prepaid,PRO,0,7,55,2,TRUE
ORG3798,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,95,Medium-term,Deactive,Network Issues,Prepaid,Residential,1,6,19,1,FALSE
ORG2868,FLBHTHJP THPP,Governorates 10,119,Medium-term,Active,Good Service,Postpaid,PRO,0,8,65,3,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,44,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Corporate,1,7,19,2,TRUE
ORG2495,FRBNDHJTF-DJTZ NBLL,Orange 20,40,Short-term,Deactive,Lack of Usage,Postpaid,Residential,1,5,61,2,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Lack of Usage,Postpaid,Corporate,1,5,69,2,FALSE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,97,Medium-term,Active,Good Service,Postpaid,PRO,0,6,65,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Personal Reasons,Postpaid,Corporate,1,6,76,2,TRUE
ORG2574,HPLDFN XJNHT,Student Plan 5,132,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,9,75,1,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Better Offer Elsewhere,Prepaid,PRO,1,6,60,2,TRUE
ORG2618,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Premium Orange Plan,64,Short-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,5,88,1,FALSE
ORG2395,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,104,Medium-term,Deactive,Service Quality,Prepaid,Residential,1,6,86,1,FALSE
ORG2232,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Humat Al Watan Golden 7,123,Long-term,Active,Good Service,Prepaid,Residential,0,8,85,1,TRUE
ORG3085,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Basic Orange Plan,93,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,5,38,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Price,Postpaid,Corporate,1,5,69,2,FALSE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,95,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,5,19,1,TRUE
ORG4390,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,100,Medium-term,Deactive,Network Issues,Prepaid,Residential,1,6,87,1,TRUE
ORG4400,HPLDFN NBRL HPPT,Orange 90,11,Short-term,Deactive,Contract Ended,Postpaid,Residential,1,8,14,3,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Humat Al Watan 8,152,Long-term,Soft Suspended,Customer request,Prepaid,Corporate,0,7,75,3,FALSE
ORG2495,FRBNDHJTF-XBHDBT,Orange 13 Max,119,Medium-term,Soft Suspended,Technical issue,Prepaid,Residential,0,8,55,1,TRUE
ORG3451,DBV FJFLD TBLFT THPP,Orange 90,130,Long-term,Active,Good Service,Postpaid,Residential,0,7,85,3,TRUE
ORG3120,JRBJD _JT THPP,Humat Al Watan 10,139,Long-term,Active,Good Service,Postpaid,Residential,0,6,85,3,TRUE
ORG3120,NBDBBBH THPP (JT),Visitors’ Line Extra,139,Long-term,Active,Good Service,Prepaid,Residential,0,5,85,3,FALSE
ORG3472,HPLDFN NBRL,Student Plan 5,135,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,10,75,1,FALSE
ORG2868,FLBHTHJP THPP,Senior Plan,31,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Residential,1,6,85,2,FALSE
ORG4294,HPLDFN XJNHT,Family Orange Plan 10,83,Short-term,Soft Suspended,Technical issue,Prepaid,Residential,0,7,55,1,TRUE
ORG4395,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,100,Medium-term,Deactive,Contract Ended,Prepaid,Residential,1,7,78,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Moved,Postpaid,Corporate,1,5,78,2,TRUE
ORG2712,JBRBTH THPP (JT),Orange 60,31,Short-term,Deactive,Personal Reasons,Postpaid,Corporate,1,5,51,3,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,137,Long-term,Active,Good Service,Postpaid,PRO,0,7,85,3,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Short Visit Line,88,Medium-term,Active,Good Service,Prepaid,Residential,0,8,65,1,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,90,Medium-term,Active,Good Service,Postpaid,PRO,0,7,65,3,TRUE
ORG3451,DBV FJFLD TBLFT THPP,Orange 90,9,Short-term,Deactive,Price,Postpaid,Residential,1,6,28,3,TRUE
ORG4028,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Student Plan 5,150,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,10,75,1,TRUE
ORG4101,HPLDFN XJNHT,Family Orange Plan 10,101,Medium-term,Soft Suspended,Technical issue,Prepaid,Residential,0,9,55,1,TRUE
ORG2889,HPLDFN XJNHT,Student Plan 5,89,Medium-term,Soft Suspended,Document verification,Prepaid,Residential,0,8,55,1,TRUE
ORG3925,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Family Orange Plan 10,145,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,7,75,1,FALSE
ORG3466,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,100,Medium-term,Deactive,Moved,Prepaid,Residential,1,6,34,1,TRUE
ORG2251,HPLDFN NBRL,Premium Orange Plan,128,Long-term,Hard Suspended,Violation of terms,Prepaid,Residential,0,4,65,1,TRUE
ORG3916,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Family Orange Plan 10,149,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,7,75,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,67,Short-term,Active,Good Service,Postpaid,Corporate,0,5,65,3,FALSE
ORG4400,HPLDFN NBRL HPPT,Orange 90,124,Long-term,Active,Good Service,Postpaid,Residential,0,8,85,3,FALSE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Contract Ended,Prepaid,PRO,1,10,69,2,TRUE
ORG2694,HPLDFN XJNHT,Humat Al Watan Golden 7,64,Short-term,Active,Good Service,Prepaid,Residential,0,5,65,1,FALSE
ORG3567,FRBNDHJTF XBDJ NPVTB,Student Plan 5,131,Long-term,Active,Good Service,Prepaid,Residential,0,5,85,1,TRUE
ORG4290,HPLDFN NBRL,Student Plan 5,125,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,9,75,1,TRUE
ORG2276,BL-RBNTHB (JT),Orange 90,127,Long-term,Active,Good Service,Postpaid,Residential,0,7,85,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,YO 9 Max,33,Short-term,Deactive,Price,Prepaid,Corporate,1,4,46,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,20,Short-term,Deactive,Lack of Usage,Postpaid,Corporate,1,6,48,3,FALSE
ORG3400,HPLDFN NBRL,Student Plan 5,151,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,8,75,1,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,62,Short-term,Active,Good Service,Postpaid,PRO,0,6,65,3,TRUE
ORG2712,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Orange 9 Max,126,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,9,65,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Premium Orange Plan,97,Medium-term,Active,Good Service,Prepaid,Corporate,0,8,65,3,TRUE
ORG4188,HPLDFN NBRL,Student Plan 5,149,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,8,75,1,FALSE
ORG3120,NBDBBB THPP JT THPP,Orange 90,19,Short-term,Deactive,Better Offer Elsewhere,Postpaid,Residential,1,3,59,3,FALSE
ORG2411,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Basic Orange Plan,142,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,5,65,1,FALSE
ORG4188,JRBJD VNJVFRTJTZ TTRFFT,Orange 13 Max,97,Medium-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,8,55,1,FALSE
ORG2493,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Premium Orange Plan,100,Medium-term,Deactive,Billing Issues,Prepaid,Residential,1,1,33,1,TRUE
ORG3440,HPLDFN NBRL,Orange 13 Max,102,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,8,19,1,FALSE
ORG3120,JNTFRNBL DFPBRTNFNTT,Basic Orange Plan,150,Long-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,1,65,1,TRUE
ORG2395,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Student Plan 5,137,Long-term,Soft Suspended,Service upgrade,Prepaid,Residential,0,8,75,1,FALSE
ORG3747,HPLDFN NBRL,Student Plan 5,150,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,8,75,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,YO 9 Max,73,Short-term,Soft Suspended,Document verification,Prepaid,Corporate,0,6,55,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 60,14,Short-term,Deactive,Billing Issues,Postpaid,Corporate,1,5,23,3,TRUE
ORG3410,DJRFDT TVPPPRT,Family Orange Plan 20,85,Short-term,Soft Suspended,Technical issue,Prepaid,PRO,0,9,55,1,FALSE
ORG3132,TBFFXBZ 7TH DJRDLF,Orange 20,126,Long-term,Active,Good Service,Postpaid,Corporate,0,5,85,3,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Technical Difficulties,Postpaid,Corporate,1,6,25,2,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,39,Short-term,Deactive,Moved,Postpaid,Corporate,1,6,57,2,TRUE
ORG3871,FJFLDTBLFT,Basic Orange Plan,145,Long-term,Hard Suspended,Fraudulent activity,Prepaid,PRO,0,1,65,1,TRUE
ORG2263,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Student Plan 5,149,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,8,75,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Unknown,104,Medium-term,Active,Good Service,Postpaid,Corporate,0,7,65,3,FALSE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,90,Medium-term,Hard Suspended,Non-payment,Prepaid,Residential,0,4,56,1,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,14,Short-term,Deactive,Moved,Postpaid,PRO,1,6,30,3,TRUE
ORG4015,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Basic Orange Plan,102,Medium-term,Hard Suspended,Fraudulent activity,Prepaid,Residential,0,2,31,1,TRUE
ORG3369,BRBBB DFNTFR,Governorates 10,132,Long-term,Active,Good Service,Postpaid,PRO,0,7,85,3,TRUE
ORG3592,BL-NVTBTBXFRB BL-LB NVTBNBHFZB (LJNJTLFTT JNTFRNBTJPNBL),Student Plan 7,127,Long-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,3,65,1,TRUE
ORG3650,HPLDFN NBRL,Student Plan 5,149,Long-term,Soft Suspended,Technical issue,Prepaid,Residential,0,7,75,1,TRUE
ORG2617,HPLDFN NBRL,Student Plan 5,130,Long-term,Soft Suspended,Document verification,Prepaid,Residential,0,10,75,1,TRUE
ORG2441,FRBNDHJTF BRBBB TBBDBH TT.,Student Plan 5,144,Long-term,Soft Suspended,Customer request,Prepaid,Residential,0,7,75,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Contract Ended,Postpaid,Corporate,1,7,17,2,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Economy Plan,19,Short-term,Deactive,Network Issues,Postpaid,Corporate,1,4,33,3,TRUE
ORG3448,BJRPPRT TFRNJNBL 1,Traveler's Plan,98,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,3,23,1,TRUE
ORG4081,JNTFRNBL DFPBRTNFNTT,Basic Orange Plan,117,Medium-term,Hard Suspended,Illegal usage,Prepaid,Residential,0,8,15,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,41,Short-term,Deactive,Personal Reasons,Postpaid,Corporate,1,7,12,2,TRUE
ORG2868,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Orange 13 Max,149,Long-term,Hard Suspended,Non-payment,Prepaid,Residential,0,3,65,1,TRUE
ORG3484,DJRFDT PVTTPVRDF THPP,Orange 60,77,Short-term,Active,Good Service,Postpaid,PRO,0,7,65,3,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Service Quality,Prepaid,PRO,1,5,34,2,TRUE
ORG3537,DJRFDT TVPPPRT,Family Orange Plan 20,112,Medium-term,Soft Suspended,Customer request,Prepaid,PRO,0,6,55,1,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,YO 9 Max,124,Long-term,Soft Suspended,Service upgrade,Prepaid,Corporate,0,10,75,1,TRUE
ORG3592,FRBNDHJTF - JTTRLBL NBLL,Visitors’ Line Extra,7,Short-term,Deactive,Moved,Prepaid,Residential,1,7,25,3,FALSE
ORG3489,BLBBTHFR FPR TRBDF BND DJTTRJBVTJPN,Visitors' Line,95,Medium-term,Deactive,Moved,Prepaid,Residential,1,7,87,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Premium Orange Plan,5,Short-term,Deactive,Technical Difficulties,Prepaid,Corporate,1,10,79,3,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Moved,Prepaid,PRO,1,3,90,2,FALSE
ORG2405,HPLDFN NBRL,Student Plan 5,88,Medium-term,Active,Good Service,Prepaid,Residential,0,7,65,1,TRUE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 20,37,Short-term,Deactive,Network Issues,Postpaid,Corporate,1,5,27,3,TRUE
ORG2712,JNTFRNBL DFPBRTNFNTT,Family Orange Plan 10,4,Short-term,Deactive,Price,Prepaid,PRO,1,7,81,2,FALSE
ORG3592,FNTFRPRJTF TBLFT TTPDL,Orange 90,40,Short-term,Deactive,Lack of Usage,Postpaid,Corporate,1,5,61,2,FALSE
